Geneid,NCAPD3 Knockdown1,NCAPD3 Knockdown2,NCAPD3 Knockdown3,Wild.Type1,Wild Type2,Wild Type3
ENSG00000187191,0,0,0,0,0,0
ENSG00000188120,0,0,0,0,0,0
ENSG00000205936,0,0,0,0,0,0
ENSG00000251925,0,0,0,0,0,0
ENSG00000286744,0,0,0,0,0,0
ENSG00000225189,0,0,0,0,0,0
ENSG00000230073,0,0,0,0,0,0
ENSG00000215540,0,0,0,0,0,0
ENSG00000236647,0,0,0,0,0,0
ENSG00000099721,0,0,0,0,0,0
ENSG00000092377,0,0,0,0,0,0
ENSG00000232583,0,0,0,0,0,0
ENSG00000205944,0,0,0,0,0,0
ENSG00000168757,0,0,0,0,0,0
ENSG00000226555,0,0,0,0,0,0
ENSG00000228787,0,0,0,0,0,0
ENSG00000242389,0,0,0,0,0,0
ENSG00000165246,0,0,0,0,0,0
ENSG00000231535,0,0,0,0,0,0
ENSG00000229343,0,0,0,0,0,0
ENSG00000232695,0,0,0,0,0,0
ENSG00000235511,0,0,0,0,0,0
ENSG00000232914,0,0,0,0,0,0
ENSG00000223655,0,0,0,0,0,0
ENSG00000230854,0,0,0,0,0,0
ENSG00000252625,0,0,0,0,0,0
ENSG00000227635,0,0,0,0,0,0
ENSG00000237546,0,0,0,0,0,0
ENSG00000172283,0,0,0,0,0,0
ENSG00000227867,0,0,0,0,0,0
ENSG00000231716,0,0,0,0,0,0
ENSG00000234744,0,0,0,0,0,0
ENSG00000233156,0,0,0,0,0,0
ENSG00000234888,0,0,0,0,0,0
ENSG00000215507,0,0,0,0,0,0
ENSG00000235014,0,0,0,0,0,0
ENSG00000289705,0,0,0,0,0,0
ENSG00000225876,0,0,0,0,0,0
ENSG00000251796,0,0,0,0,0,0
ENSG00000229238,0,0,0,0,0,0
ENSG00000252948,0,0,0,0,0,0
ENSG00000233843,0,0,0,0,0,0
ENSG00000188399,0,0,0,0,0,0
ENSG00000277146,0,0,0,0,0,0
ENSG00000129862,0,0,0,0,0,0
ENSG00000235451,0,0,0,0,0,0
ENSG00000289706,0,0,0,0,0,0
ENSG00000226611,0,0,0,0,0,0
ENSG00000240438,0,0,0,0,0,0
ENSG00000286247,0,0,0,0,0,0
ENSG00000225624,0,0,0,0,0,0
ENSG00000280969,0,0,0,0,0,0
ENSG00000224482,0,0,0,0,0,0
ENSG00000216844,0,0,0,0,0,0
ENSG00000229551,0,0,0,0,0,0
ENSG00000226504,0,0,0,0,0,0
ENSG00000254488,0,0,0,0,0,0
ENSG00000237427,0,0,0,0,0,0
ENSG00000289707,10,9,8,12,12,1
ENSG00000232634,0,0,0,0,0,0
ENSG00000226918,0,0,0,0,0,0
ENSG00000183146,0,0,0,0,0,0
ENSG00000236615,0,0,0,0,0,0
ENSG00000288057,0,0,0,0,0,0
ENSG00000237269,0,0,0,0,0,0
ENSG00000169849,0,0,0,0,0,0
ENSG00000169811,0,0,0,0,0,0
ENSG00000242393,0,0,0,0,0,0
ENSG00000228257,0,0,0,0,0,0
ENSG00000184991,0,0,0,0,0,0
ENSG00000271123,0,0,0,0,0,0
ENSG00000226042,0,0,0,0,0,0
ENSG00000237023,0,0,0,0,0,0
ENSG00000229416,0,0,0,0,0,0
ENSG00000230029,0,0,0,0,0,0
ENSG00000224169,0,0,0,0,0,0
ENSG00000223407,0,0,0,0,0,0
ENSG00000226873,0,0,0,0,0,0
ENSG00000227915,0,0,0,0,0,0
ENSG00000236620,0,0,0,0,0,0
ENSG00000224866,0,0,0,0,0,0
ENSG00000232424,0,0,0,0,0,0
ENSG00000252681,0,0,0,0,0,0
ENSG00000232910,0,0,0,0,0,0
ENSG00000232845,0,0,0,0,0,0
ENSG00000237302,0,0,0,0,0,0
ENSG00000169763,0,0,0,0,0,0
ENSG00000277930,0,0,0,0,0,0
ENSG00000252468,0,0,0,0,0,0
ENSG00000231341,4,0,2,0,0,0
ENSG00000235001,2,6,6,1,1,8
ENSG00000214207,0,0,1,2,2,0
ENSG00000278585,0,0,0,0,0,0
ENSG00000235175,0,0,0,2,2,1
ENSG00000099715,0,0,0,0,0,0
ENSG00000225466,0,0,0,0,0,0
ENSG00000231540,0,0,0,0,0,0
ENSG00000223362,0,0,0,0,0,0
ENSG00000231026,0,0,0,0,0,0
ENSG00000224571,0,0,0,0,0,0
ENSG00000226369,0,0,0,0,0,0
ENSG00000280961,0,0,0,0,0,0
ENSG00000227871,0,0,0,0,0,0
ENSG00000251917,0,0,0,0,0,0
ENSG00000231423,0,0,0,0,0,0
ENSG00000228465,0,0,0,0,0,0
ENSG00000232585,0,0,0,0,0,0
ENSG00000234081,0,0,0,0,0,0
ENSG00000172352,0,0,0,0,0,0
ENSG00000231375,0,0,0,0,0,0
ENSG00000237467,0,0,0,0,0,0
ENSG00000229250,0,0,0,0,0,0
ENSG00000232205,0,0,0,0,0,0
ENSG00000235981,0,0,2,0,0,0
ENSG00000223698,0,0,0,0,0,0
ENSG00000242854,0,0,0,0,0,0
ENSG00000230977,1,0,0,0,0,0
ENSG00000244231,0,0,0,0,0,0
ENSG00000172342,0,0,0,0,0,0
ENSG00000284071,0,0,0,0,0,0
ENSG00000274234,0,0,0,0,0,0
ENSG00000225491,0,0,0,0,0,0
ENSG00000224827,0,0,0,0,0,0
ENSG00000233740,0,0,0,0,0,0
ENSG00000248792,0,0,0,0,0,0
ENSG00000279274,4,2,0,1,1,0
ENSG00000234399,0,0,0,0,0,0
ENSG00000227439,0,0,0,0,0,0
ENSG00000224210,0,0,0,0,0,0
ENSG00000232003,0,0,0,0,0,0
ENSG00000235412,0,0,0,0,0,0
ENSG00000183795,0,0,0,0,0,0
ENSG00000240566,0,0,0,0,0,0
ENSG00000236379,0,0,0,0,0,0
ENSG00000274899,0,0,0,0,0,0
ENSG00000223641,0,0,0,0,0,0
ENSG00000227633,0,0,0,0,0,0
ENSG00000279115,0,0,0,0,0,0
ENSG00000228786,0,0,0,0,0,0
ENSG00000233652,0,0,0,0,0,0
ENSG00000233944,0,0,0,0,0,0
ENSG00000223636,0,0,0,0,0,0
ENSG00000172297,0,0,0,0,0,0
ENSG00000278242,0,0,0,0,0,0
ENSG00000284380,0,0,0,0,0,0
ENSG00000172294,0,0,0,0,0,0
ENSG00000240450,0,0,0,0,0,0
ENSG00000239304,0,0,0,0,0,0
ENSG00000233619,0,0,0,0,0,0
ENSG00000197092,0,0,0,0,0,0
ENSG00000235583,0,1,0,0,0,0
ENSG00000237823,0,0,0,0,0,0
ENSG00000229709,0,0,0,0,0,0
ENSG00000232064,0,0,0,0,0,0
ENSG00000225609,0,0,0,0,0,0
ENSG00000270535,0,0,0,0,0,0
ENSG00000225287,0,0,0,0,0,0
ENSG00000225256,0,0,0,0,0,0
ENSG00000223856,0,0,0,0,0,0
ENSG00000235004,0,0,0,0,0,0
ENSG00000252426,0,0,0,0,0,0
ENSG00000231141,0,0,0,0,0,0
ENSG00000232614,0,0,0,0,0,0
ENSG00000225326,0,0,0,0,0,0
ENSG00000223406,0,0,0,0,0,0
ENSG00000215506,0,0,0,0,0,0
ENSG00000224240,0,0,0,0,0,0
ENSG00000227629,0,0,0,0,0,0
ENSG00000237917,0,0,1,0,0,2
ENSG00000231514,0,0,0,0,0,0
ENSG00000172288,0,0,0,0,0,0
ENSG00000226941,0,0,0,0,0,0
ENSG00000238074,0,0,0,0,0,0
ENSG00000289826,0,0,0,0,0,0
ENSG00000239893,0,0,0,0,0,0
ENSG00000242875,0,0,0,0,0,0
ENSG00000234414,0,0,0,0,0,0
ENSG00000234795,0,0,0,0,0,0
ENSG00000290323,0,0,0,0,0,0
ENSG00000225516,0,0,0,0,0,0
ENSG00000290330,0,0,0,0,0,0
ENSG00000234803,0,0,0,0,0,0
ENSG00000290332,0,0,0,0,0,0
ENSG00000243040,0,0,0,0,0,0
ENSG00000290336,0,0,0,0,0,0
ENSG00000173357,0,0,0,0,0,0
ENSG00000290342,0,0,0,0,0,0
ENSG00000236718,0,0,0,0,0,0
ENSG00000290344,0,0,0,0,0,0
ENSG00000224657,0,0,0,0,0,0
ENSG00000290348,0,0,0,0,0,0
ENSG00000250204,0,0,0,0,0,0
ENSG00000290369,0,0,0,0,0,0
ENSG00000274196,0,0,0,0,0,0
ENSG00000290373,0,0,0,0,0,0
ENSG00000225685,0,0,0,0,0,0
ENSG00000290378,0,0,0,0,0,0
ENSG00000180910,0,0,0,0,0,0
ENSG00000290381,0,0,0,0,0,0
ENSG00000224060,0,0,0,0,0,0
ENSG00000290435,0,0,0,0,0,0
ENSG00000234830,0,0,0,0,0,0
ENSG00000290448,0,0,0,0,0,0
ENSG00000230066,0,0,0,0,0,0
ENSG00000290607,0,0,0,0,0,0
ENSG00000242153,0,0,0,0,0,0
ENSG00000290716,0,0,0,0,0,0
ENSG00000250868,0,0,0,0,0,0
ENSG00000290724,0,0,0,0,0,0
ENSG00000244646,0,0,0,0,0,0
ENSG00000290725,0,0,0,0,0,0
ENSG00000282909,0,0,0,0,0,0
ENSG00000290726,0,0,0,0,0,0
ENSG00000288686,0,0,0,0,0,0
ENSG00000290840,0,0,0,0,0,0
ENSG00000227289,0,0,0,0,0,0
ENSG00000290841,0,0,0,0,0,0
ENSG00000235462,0,0,0,0,0,0
ENSG00000290852,0,0,0,0,0,0
ENSG00000241859,0,0,0,0,0,0
ENSG00000290853,0,0,0,0,0,0
ENSG00000223637,0,0,0,0,0,0
ENSG00000290954,0,0,0,0,0,0
ENSG00000239533,0,0,0,0,0,0
ENSG00000291016,0,0,0,0,0,0
ENSG00000215580,0,0,0,0,0,0
ENSG00000291031,0,0,0,0,0,0
ENSG00000278212,2,0,1,0,0,1
ENSG00000291032,0,1,5,4,4,2
ENSG00000131002,0,0,0,0,0,0
ENSG00000291033,2,0,0,0,0,0
ENSG00000206159,0,0,0,0,0,0
ENSG00000291034,0,0,0,0,0,0
ENSG00000232235,0,0,0,0,0,0
ENSG00000224408,0,0,0,0,0,0
ENSG00000238154,0,0,0,0,0,0
ENSG00000232924,0,0,0,0,0,0
ENSG00000197038,0,0,0,0,0,0
ENSG00000275310,0,0,0,0,0,0
ENSG00000232808,0,0,0,0,0,0
ENSG00000233803,0,0,0,0,0,0
ENSG00000225560,0,0,0,0,0,0
ENSG00000228383,0,0,0,0,0,0
ENSG00000286120,0,0,0,0,0,0
ENSG00000188656,0,0,0,0,0,0
ENSG00000237802,0,0,0,0,0,0
ENSG00000286173,0,0,0,0,0,0
ENSG00000229549,0,0,0,0,0,0
ENSG00000228927,0,0,0,0,0,0
ENSG00000292327,4,0,0,0,0,0
ENSG00000292328,0,0,0,0,0,0
ENSG00000292329,0,0,0,0,0,0
ENSG00000292330,0,0,0,0,0,0
ENSG00000292331,86,0,0,0,0,0
ENSG00000292332,6,0,0,0,0,0
ENSG00000292333,0,0,0,0,0,0
ENSG00000292334,137,0,0,0,0,0
ENSG00000292335,0,0,0,0,0,0
ENSG00000292336,4,0,0,0,0,0
ENSG00000292337,0,0,0,0,0,0
ENSG00000292338,5,0,0,0,0,0
ENSG00000292339,165,0,0,0,0,0
ENSG00000292340,0,0,0,0,0,0
ENSG00000292341,20,0,0,0,0,0
ENSG00000292342,0,0,0,0,0,0
ENSG00000292343,248,0,0,0,0,0
ENSG00000292344,289,0,0,0,0,0
ENSG00000292345,22,0,0,0,0,0
ENSG00000292346,0,0,0,0,0,0
ENSG00000292347,0,0,0,0,0,0
ENSG00000292348,76,0,0,0,0,0
ENSG00000292349,0,0,0,0,0,0
ENSG00000292350,0,0,0,0,0,0
ENSG00000292351,0,0,0,0,0,0
ENSG00000292352,0,0,0,0,0,0
ENSG00000292353,0,0,0,0,0,0
ENSG00000292354,0,0,0,0,0,0
ENSG00000292355,0,0,0,0,0,0
ENSG00000292356,0,0,0,0,0,0
ENSG00000292357,110,0,0,0,0,0
ENSG00000292358,324,0,0,0,0,0
ENSG00000292359,0,0,0,0,0,0
ENSG00000292360,0,0,0,0,0,0
ENSG00000292361,0,0,0,0,0,0
ENSG00000292362,1,0,0,0,0,0
ENSG00000292363,10,0,0,0,0,0
ENSG00000292364,0,0,0,0,0,0
ENSG00000292365,0,0,0,0,0,0
ENSG00000292366,0,0,0,0,0,0
ENSG00000292367,0,0,0,0,0,0
ENSG00000292368,0,0,0,0,0,0
ENSG00000292369,0,0,0,0,0,0
ENSG00000292370,0,0,0,0,0,0
ENSG00000292371,0,0,0,0,0,0
ENSG00000292372,0,0,0,0,0,0
ENSG00000292373,0,0,0,0,0,0
ENSG00000231565,0,0,0,0,0,0
ENSG00000215270,0,4,5,4,4,3
ENSG00000198445,0,0,0,0,0,0
ENSG00000279442,0,0,0,0,0,0
ENSG00000253460,0,0,0,0,0,0
ENSG00000189295,0,0,0,0,0,0
ENSG00000220248,0,0,0,0,0,0
ENSG00000233995,0,2,0,0,0,0
ENSG00000240122,0,0,0,0,0,0
ENSG00000235969,0,0,0,0,0,0
ENSG00000226444,0,0,0,0,0,0
ENSG00000236235,0,0,0,0,0,0
ENSG00000230481,0,2,0,0,0,0
ENSG00000283633,0,1,0,0,0,0
ENSG00000225293,0,0,0,0,0,0
ENSG00000283535,0,0,0,0,0,0
ENSG00000249288,0,0,0,0,0,0
ENSG00000229658,0,0,0,0,0,0
ENSG00000272872,20,26,35,49,49,25
ENSG00000237358,0,0,0,0,0,0
ENSG00000235343,0,0,0,0,0,0
ENSG00000288262,0,0,0,0,0,0
ENSG00000226474,0,0,0,0,0,0
ENSG00000236097,0,0,0,0,0,0
ENSG00000259271,0,0,0,0,0,0
ENSG00000184624,0,0,0,0,0,0
ENSG00000234381,0,0,0,0,0,0
ENSG00000229286,0,0,0,0,0,0
ENSG00000223875,0,2,0,0,0,0
ENSG00000237689,2,2,0,2,2,1
ENSG00000283023,7,2,2,6,6,2
ENSG00000254264,0,0,0,0,0,0
ENSG00000273362,0,0,0,0,0,0
ENSG00000267338,0,0,0,0,0,0
ENSG00000280341,0,0,0,0,0,0
ENSG00000253691,0,0,0,0,0,0
ENSG00000249263,0,0,0,0,0,0
ENSG00000234121,0,0,0,0,0,0
ENSG00000227367,0,0,0,0,0,0
ENSG00000271672,0,0,0,0,0,0
ENSG00000230471,0,0,0,0,0,0
ENSG00000225480,0,0,0,0,0,0
ENSG00000226160,0,0,0,0,0,0
ENSG00000228122,0,0,0,0,0,0
ENSG00000224435,0,0,0,0,0,0
ENSG00000237835,0,0,0,0,0,0
ENSG00000273244,0,0,0,0,0,0
ENSG00000270226,0,0,0,0,0,0
ENSG00000279973,0,0,1,0,0,0
ENSG00000233866,0,0,0,0,0,0
ENSG00000285045,0,0,0,0,0,0
ENSG00000287285,0,0,0,0,0,0
ENSG00000253481,0,0,0,0,0,0
ENSG00000275772,0,2,0,0,0,0
ENSG00000099917,1885,2166,1775,1647,1647,1595
ENSG00000283047,3,2,0,0,0,0
ENSG00000241717,1,2,0,0,0,0
ENSG00000211667,0,2,0,0,0,0
ENSG00000229770,0,0,0,0,0,0
ENSG00000211668,0,0,0,0,0,0
ENSG00000288024,0,0,0,0,0,0
ENSG00000280025,0,0,0,0,0,0
ENSG00000184792,5188,5265,5114,4194,4194,4100
ENSG00000279848,0,0,0,0,0,0
ENSG00000287034,0,0,0,0,0,0
ENSG00000240591,2,4,0,0,0,4
ENSG00000231392,0,0,0,0,0,0
ENSG00000276400,0,0,0,0,0,0
ENSG00000233733,0,0,0,0,0,0
ENSG00000236858,0,0,0,0,0,0
ENSG00000232530,4,0,2,0,0,0
ENSG00000280356,0,0,0,0,0,0
ENSG00000227880,0,0,0,0,0,0
ENSG00000226573,0,0,0,0,0,0
ENSG00000231933,0,0,0,0,0,0
ENSG00000214526,0,0,0,0,0,0
ENSG00000223704,11,13,8,18,18,9
ENSG00000099985,0,4,0,0,0,1
ENSG00000235271,0,0,0,0,0,0
ENSG00000185721,1077,1065,1060,943,943,900
ENSG00000235786,2,4,0,4,4,0
ENSG00000238195,0,0,0,0,0,0
ENSG00000231405,0,0,0,0,0,0
ENSG00000234891,0,0,0,0,0,0
ENSG00000176635,0,0,0,0,0,0
ENSG00000100365,0,18,0,0,0,4
ENSG00000235485,0,0,0,0,0,0
ENSG00000244625,66,84,53,58,58,37
ENSG00000198089,967,1425,822,795,795,789
ENSG00000229169,0,0,0,0,0,0
ENSG00000224027,0,0,0,0,0,0
ENSG00000100346,0,251,2,0,0,0
ENSG00000225971,0,0,0,0,0,0
ENSG00000279159,8,28,14,10,10,32
ENSG00000100354,996,1543,780,801,801,904
ENSG00000214093,0,2,2,4,4,0
ENSG00000224404,0,0,0,0,0,0
ENSG00000232464,0,0,0,0,0,0
ENSG00000279440,0,0,0,0,0,0
ENSG00000227117,0,2,0,0,0,0
ENSG00000279699,0,0,0,0,0,0
ENSG00000175329,0,0,0,0,0,2
ENSG00000100294,265,304,302,282,282,297
ENSG00000234979,0,0,0,0,0,0
ENSG00000234735,0,0,0,0,0,0
ENSG00000206195,112,124,141,133,133,85
ENSG00000236464,0,0,0,0,0,0
ENSG00000268812,14,17,26,22,22,21
ENSG00000287773,0,0,0,0,0,0
ENSG00000176177,0,0,0,0,0,0
ENSG00000128342,407,456,561,576,576,547
ENSG00000215333,0,0,0,0,0,2
ENSG00000100307,211,375,231,200,200,165
ENSG00000100344,103,105,116,118,118,133
ENSG00000286801,0,0,0,0,0,0
ENSG00000232050,0,0,0,0,0,0
ENSG00000186976,8,17,10,2,2,14
ENSG00000287817,12,17,11,13,13,21
ENSG00000236867,0,4,0,0,0,0
ENSG00000054611,554,601,580,477,477,465
ENSG00000183822,0,0,0,0,0,0
ENSG00000232897,0,0,0,0,0,0
ENSG00000280199,0,0,0,0,0,0
ENSG00000281732,0,0,0,0,0,0
ENSG00000235154,0,0,0,0,0,0
ENSG00000100426,729,805,577,605,605,566
ENSG00000227201,0,0,0,0,0,0
ENSG00000231801,0,0,0,0,0,0
ENSG00000233179,0,0,3,2,2,0
ENSG00000224715,0,0,2,0,0,0
ENSG00000100316,29204,40749,35176,29231,29231,26996
ENSG00000278881,2,0,0,2,2,4
ENSG00000234884,0,0,0,0,0,0
ENSG00000075218,686,646,558,551,551,493
ENSG00000184708,553,577,495,571,571,452
ENSG00000214727,0,1,0,0,0,0
ENSG00000228807,0,0,0,0,0,2
ENSG00000236052,0,0,0,0,0,0
ENSG00000234300,0,0,0,0,0,0
ENSG00000288540,0,0,0,0,0,0
ENSG00000248405,0,0,0,0,0,0
ENSG00000226024,0,0,0,0,0,0
ENSG00000279494,0,1,0,0,0,2
ENSG00000273192,0,3,1,0,0,0
ENSG00000100347,592,616,581,479,479,461
ENSG00000075234,507,504,531,487,487,518
ENSG00000237316,0,0,0,0,0,0
ENSG00000279182,0,0,0,0,0,0
ENSG00000236117,0,0,0,2,2,2
ENSG00000100372,211,256,263,209,209,191
ENSG00000273289,3,5,4,2,2,0
ENSG00000100106,5201,5646,5004,4397,4397,4129
ENSG00000224192,0,0,0,0,0,0
ENSG00000260613,0,4,2,0,0,0
ENSG00000228839,7,8,0,4,4,1
ENSG00000205634,15,12,10,2,2,6
ENSG00000100304,1871,1761,1592,1962,1962,1905
ENSG00000231010,8,9,12,2,2,0
ENSG00000286393,0,0,0,0,0,0
ENSG00000285722,3,2,2,4,4,0
ENSG00000213279,0,3,0,0,0,1
ENSG00000287225,0,0,1,0,0,0
ENSG00000186654,94,85,110,97,97,78
ENSG00000235647,0,0,0,0,0,0
ENSG00000205632,0,0,0,0,0,0
ENSG00000198355,567,567,739,644,644,652
ENSG00000277232,24,22,17,19,19,22
ENSG00000205593,124,166,127,92,92,109
ENSG00000279345,0,2,0,0,0,0
ENSG00000280312,0,0,0,0,0,0
ENSG00000279597,0,0,0,0,0,0
ENSG00000279712,8,8,0,6,6,12
ENSG00000225676,0,0,0,0,0,0
ENSG00000279833,12,26,6,22,22,6
ENSG00000280224,0,4,0,0,0,0
ENSG00000100422,992,1298,1030,781,781,704
ENSG00000100239,1023,1137,908,822,822,786
ENSG00000238192,0,0,0,0,0,0
ENSG00000183530,1200,1088,1045,1051,1051,1095
ENSG00000188636,2558,2227,2314,1924,1924,1862
ENSG00000241990,59,38,55,43,43,38
ENSG00000133477,8,9,2,4,4,6
ENSG00000280424,18,8,20,0,0,4
ENSG00000226954,2,5,0,0,0,0
ENSG00000229409,0,0,0,0,0,0
ENSG00000100362,0,0,0,0,0,0
ENSG00000182858,137,117,97,100,100,120
ENSG00000100321,169,146,137,111,111,95
ENSG00000279642,0,0,2,0,0,0
ENSG00000100095,0,0,0,0,0,0
ENSG00000279175,2,0,1,0,0,0
ENSG00000100360,87,91,82,82,82,79
ENSG00000286381,0,2,0,0,0,0
ENSG00000100311,234,215,221,195,195,215
ENSG00000186732,0,2,0,3,3,0
ENSG00000138964,0,168,0,2,2,0
ENSG00000224856,0,0,0,0,0,0
ENSG00000182257,31,25,23,22,22,34
ENSG00000233574,0,0,0,0,0,0
ENSG00000100290,38,35,68,52,52,42
ENSG00000278890,0,0,0,0,0,0
ENSG00000100271,23,37,30,21,21,14
ENSG00000235111,0,3,2,0,0,0
ENSG00000285623,0,0,0,0,0,0
ENSG00000286485,1,6,4,3,3,1
ENSG00000280216,2,1,0,0,0,2
ENSG00000226741,0,0,0,0,0,0
ENSG00000130943,2,6,0,2,2,2
ENSG00000229275,0,0,0,0,0,0
ENSG00000236611,0,0,0,0,0,0
ENSG00000100124,547,505,446,346,346,372
ENSG00000227009,0,0,0,0,0,0
ENSG00000100300,911,982,959,782,782,735
ENSG00000280434,4,0,0,6,6,0
ENSG00000226142,0,0,0,0,0,0
ENSG00000223726,0,0,0,0,0,0
ENSG00000230769,4,7,1,0,0,6
ENSG00000212939,0,0,0,0,0,0
ENSG00000230319,0,0,0,0,0,0
ENSG00000236272,0,0,0,0,0,0
ENSG00000279933,0,0,0,0,0,0
ENSG00000236079,0,0,0,0,0,0
ENSG00000237387,0,0,0,0,0,2
ENSG00000187012,0,0,0,0,0,0
ENSG00000280445,0,0,0,0,0,0
ENSG00000279914,0,0,0,0,0,0
ENSG00000213888,15,25,39,19,19,16
ENSG00000172404,4,2,0,0,0,0
ENSG00000231369,8,9,5,6,6,4
ENSG00000234892,0,0,0,0,0,0
ENSG00000253590,0,0,0,0,0,0
ENSG00000233603,1,2,2,0,0,1
ENSG00000224003,2,2,2,2,2,0
ENSG00000273145,28,15,20,36,36,29
ENSG00000224794,2,0,2,0,0,0
ENSG00000100105,272,312,250,208,208,218
ENSG00000231711,329,303,388,460,460,444
ENSG00000223843,2,0,0,0,0,2
ENSG00000138944,257,239,183,161,161,141
ENSG00000203527,2,2,6,7,7,10
ENSG00000232655,0,0,0,0,0,0
ENSG00000280011,0,10,0,0,0,2
ENSG00000196236,102,109,115,110,110,95
ENSG00000183579,339,265,242,163,163,219
ENSG00000220702,2,0,0,2,2,0
ENSG00000100266,2712,2880,2421,2293,2293,2389
ENSG00000285855,0,0,0,0,0,0
ENSG00000280080,4,4,0,6,6,0
ENSG00000285707,0,0,0,0,0,0
ENSG00000278960,0,0,0,0,0,0
ENSG00000276138,0,0,0,0,0,0
ENSG00000276871,0,0,0,0,0,0
ENSG00000278188,0,0,0,0,0,0
ENSG00000277248,0,0,0,0,0,0
ENSG00000280263,0,0,0,0,0,0
ENSG00000252267,0,0,0,0,0,0
ENSG00000222585,0,0,0,0,0,0
ENSG00000200443,0,0,0,0,0,0
ENSG00000206615,0,0,0,0,0,0
ENSG00000223056,0,0,0,0,0,0
ENSG00000201209,0,0,0,0,0,0
ENSG00000199248,0,0,0,0,0,0
ENSG00000199797,0,0,0,0,0,0
ENSG00000276162,0,0,0,0,0,0
ENSG00000266533,0,0,0,0,0,0
ENSG00000275818,0,0,0,0,0,0
ENSG00000284082,0,0,0,0,0,0
ENSG00000277771,0,0,0,0,0,0
ENSG00000209482,11,4,15,5,5,4
ENSG00000276753,0,0,0,0,0,0
ENSG00000209480,0,0,0,0,0,0
ENSG00000263764,0,0,0,0,0,0
ENSG00000223142,2,0,0,0,0,0
ENSG00000266887,0,0,0,0,0,0
ENSG00000266508,0,0,0,0,0,0
ENSG00000264139,0,0,0,0,0,0
ENSG00000266594,0,0,0,0,0,0
ENSG00000273979,0,0,0,2,2,0
ENSG00000200683,0,0,0,0,0,0
ENSG00000201078,0,0,0,0,0,0
ENSG00000231467,0,0,0,0,0,0
ENSG00000230120,0,0,0,0,0,0
ENSG00000275656,0,0,0,0,0,0
ENSG00000254127,0,0,0,0,0,0
ENSG00000242082,2,2,2,2,2,0
ENSG00000214076,0,0,0,0,0,0
ENSG00000273325,0,0,0,0,0,0
ENSG00000234626,0,2,0,0,0,0
ENSG00000128276,0,0,0,0,0,0
ENSG00000271093,0,0,0,0,0,0
ENSG00000205853,4,2,1,2,2,4
ENSG00000274617,0,0,0,0,0,0
ENSG00000274170,0,0,0,0,0,0
ENSG00000230736,2,4,2,3,3,2
ENSG00000243519,0,0,0,1,1,2
ENSG00000241954,0,0,0,0,0,0
ENSG00000232218,2,2,0,2,2,0
ENSG00000100220,3326,3715,3742,3428,3428,3181
ENSG00000128245,1240,1234,1144,892,892,926
ENSG00000227519,0,0,0,0,0,0
ENSG00000240647,0,0,0,0,0,0
ENSG00000128254,18,13,14,2,2,7
ENSG00000230203,0,2,0,6,6,4
ENSG00000128203,4,2,0,0,0,0
ENSG00000100104,88,88,97,91,91,106
ENSG00000100109,856,1158,867,897,897,795
ENSG00000221760,0,0,0,0,0,0
ENSG00000213707,92,120,89,125,125,138
ENSG00000286326,0,0,0,0,0,0
ENSG00000100122,0,0,0,0,0,0
ENSG00000196431,0,0,0,0,0,0
ENSG00000252412,3,5,0,3,3,3
ENSG00000287236,2,2,2,2,2,2
ENSG00000235237,27,33,27,13,13,15
ENSG00000133466,517,555,453,372,372,370
ENSG00000278195,0,25,0,0,0,0
ENSG00000226233,0,0,0,0,0,0
ENSG00000187045,2,15,1,7,7,4
ENSG00000230712,0,0,4,4,4,0
ENSG00000215464,2,2,0,0,0,0
ENSG00000100014,164,151,164,128,128,162
ENSG00000258555,0,0,0,0,0,0
ENSG00000128271,1,10,3,2,2,6
ENSG00000178803,0,6,0,1,1,2
ENSG00000100024,0,4,0,0,0,0
ENSG00000228923,0,0,0,0,0,0
ENSG00000100028,381,415,396,349,349,312
ENSG00000286070,0,2,0,1,1,0
ENSG00000178026,49,67,62,70,70,58
ENSG00000100031,118,100,68,77,77,66
ENSG00000230947,0,2,0,0,0,0
ENSG00000215481,0,0,1,0,0,0
ENSG00000284233,0,0,0,0,0,0
ENSG00000284070,0,0,1,2,2,1
ENSG00000224124,0,0,0,0,0,0
ENSG00000224806,0,0,0,0,0,0
ENSG00000224334,2,0,3,2,2,0
ENSG00000237601,0,0,0,0,0,0
ENSG00000182351,0,0,0,0,0,0
ENSG00000219438,0,0,0,0,0,0
ENSG00000100030,934,967,900,899,899,794
ENSG00000100330,69,91,53,52,52,51
ENSG00000133454,21,75,48,24,24,36
ENSG00000228599,0,0,2,0,0,0
ENSG00000284431,1,0,2,0,0,1
ENSG00000100359,14,22,15,17,17,11
ENSG00000229999,0,0,0,2,2,0
ENSG00000272834,0,9,5,3,3,0
ENSG00000227413,0,2,0,0,0,0
ENSG00000232564,1,2,2,0,0,0
ENSG00000172912,0,0,0,0,0,0
ENSG00000230071,12,13,6,10,10,5
ENSG00000231907,0,0,0,0,0,0
ENSG00000264661,0,0,0,0,0,0
ENSG00000237977,51,93,65,82,82,51
ENSG00000235989,2,2,0,0,0,0
ENSG00000133422,1956,2055,1649,2028,2028,2074
ENSG00000276664,0,0,0,0,0,0
ENSG00000276057,0,0,0,0,0,0
ENSG00000276965,0,0,0,0,0,0
ENSG00000275307,0,0,0,0,0,0
ENSG00000269987,0,0,0,0,0,0
ENSG00000269972,0,0,0,0,0,0
